id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,latitude,longitude
4844,Si Bon,RESTAURANT,Desserts,3.9,50,restaurants,24.7111049,46.6940713
4845,NEW MALAZ  RESTAURANT,RESTAURANT,Indian,4.2,80,restaurants,24.7110277,46.6936749
4846,MOMO Chocolatier,RESTAURANT,Desserts,0,0,restaurants,24.7675455,46.5867475
4847,Homs Al Asi,RESTAURANT,Desserts,4.7,50,restaurants,24.71093267,46.6937044
4848,MARBLE,RESTAURANT,Grill|Burgers,4.3,53,restaurants,24.7108468,46.6933329
4849,Al Mansaf,RESTAURANT,Arabic,4.4,122,restaurants,24.711246,46.697699
4850,Tilal Alkhalij,RESTAURANT,Arabic,4.2,720,restaurants,24.8133649,46.7920343
4851,Nawaem Zaman,RESTAURANT,Sandwich|Fast Food|Bakery|Shawarma|Pizza|Pastries,3,3,restaurants,24.7112,46.697562
4852,BERRY SEASON JUICES,RESTAURANT,Beverages|Juices,3.8,40,restaurants,24.768208,46.7828298
4853,Bin Essa Oud,OTHER,Beauty &amp; Perfume,1,1,beauty,24.800056,46.791917
4854,Gold and silver,RESTAURANT,Grill|Shawarma,3.2,29,restaurants,24.890847,46.6266897
4855,Khan Murjan,RESTAURANT,Grill|Arabic|Breakfast|Pastries,4.1,16,restaurants,24.7110556,46.697246
4856,THAMR LAND,OTHER,Supermarkets,4.1,16,mini_market,24.73268656,46.75312409
4857,Afis Table,RESTAURANT,Fast Food|Asian|Healthy|Salads,3.8,60,restaurants,24.7106473,46.6940707
4858,Outset Cafe,RESTAURANT,Sandwich|Desserts|Coffee,0,0,restaurants,24.8904756,46.625809
4859,dakat hartna,RESTAURANT,Arabic,4.5,149,restaurants,24.8225699,46.7913501
4860,Konafa Taste,RESTAURANT,Desserts,4.4,307,restaurants,24.89046206,46.62564602
4861,Toot and Roman Restaurants,RESTAURANT,Sandwich|Arabic|Beverages|Pastries,4.3,181,restaurants,24.7880914,46.7902846
4862,Miros,RESTAURANT,Arabic,4.5,6,restaurants,24.71046214,46.69353979
4863,Dayar Alfatirih,RESTAURANT,Fast Food|Grill|Arabic|Burgers,3.1,89,restaurants,24.8402957,46.7867009
4864,Fawaz tea,RESTAURANT,Sandwich|Desserts|Bakery|Beverages|Coffee,4.2,421,restaurants,24.77384131,46.78577352
4865,Falafel Tarwiqa Al-Sham,RESTAURANT,Arabic,3.4,26,restaurants,24.7798748,46.7880286
4866,Nabeel Nafiseh Sweets,RESTAURANT,Desserts|Bakery|Beverages,4.3,127,restaurants,24.71038411,46.69350861
4867,Mille Feuille Treats,RESTAURANT,Sandwich|Desserts|Pastries,3.9,30,restaurants,24.7799098,46.7881131
4868,DAMER,RESTAURANT,Desserts|Beverages,4.2,53,restaurants,24.7103114,46.6932175
4869,Asl Al Fataer,RESTAURANT,Fast Food|Grill|Arabic|Breakfast,4.2,360,restaurants,24.802707,46.792593
4870,Tabaq Al Fatirah Al Dimashqiya,RESTAURANT,Grill|Arabic|Juices|Pastries,3.2,58,restaurants,24.840206,46.786911
4871,Al- Sulaimanyah bakery,RESTAURANT,Arabic,4.2,79,restaurants,24.7106134,46.6974665
4872,Sekkat Akl,RESTAURANT,Sandwich|Saudi|Breakfast,0,0,restaurants,24.77415668,46.78612151
4873,Al Jud Al Arabi,RESTAURANT,Arabic,4.5,13,restaurants,24.7683605,46.7835558
4874,Infuse,RESTAURANT,Coffee,4.7,17,restaurants,24.7376517,46.6090576
4875,Originality,RESTAURANT,Arabic,3.6,10,restaurants,24.7100908,46.692672
4876,Nur House Juice,RESTAURANT,Beverages,5,1,restaurants,24.7100908,46.692672
4877,Monotony,RESTAURANT,Arabic,0,0,restaurants,24.7100908,46.692672
4878,Diamond Food,RESTAURANT,Beverages,0,0,restaurants,24.7100908,46.692672
4879,Cofee AlTal,RESTAURANT,Desserts|Coffee,5,1,restaurants,24.7100908,46.692672
4880,Shawarma Four Seasons,RESTAURANT,Sandwich|Fast Food|Shawarma,1,1,restaurants,24.7100908,46.692672
4881,Upscale Food,RESTAURANT,Arabic,3.5,6,restaurants,24.7100908,46.692672
4882,VALLEY Food,RESTAURANT,Arabic,3.7,3,restaurants,24.7100908,46.692672
4883,Fountain of Flavors,RESTAURANT,Arabic,3,2,restaurants,24.7100908,46.692672
4884,cherry genies,RESTAURANT,Beverages,0,0,restaurants,24.7100908,46.692672
4885,Oriental,RESTAURANT,Arabic,3.7,6,restaurants,24.7100908,46.692672
4886,Al Bab Al Sharqi,RESTAURANT,Desserts|Grill|Salads,3.2,8,restaurants,24.7100908,46.692672
4887,Toastable,RESTAURANT,Bakery|Breakfast,4.7,29,restaurants,24.7375927,46.6090172
4888,ooosh.!,RESTAURANT,Arabic|Saudi,4.9,15,restaurants,24.7105625,46.6979375
4889,Lawzyat,RESTAURANT,Desserts,4.5,92,restaurants,24.73829,46.760792
4890,Toras Al Fatera Al Dmshkya,RESTAURANT,Grill|Arabic|Juices|Pizza|Pastries,3.6,301,restaurants,24.840592,46.786953
4891,Basmt Calla,RESTAURANT,Flowers,5,2,flowers_and_plants,24.7604489,46.779322
4892,Beirut pies,RESTAURANT,International|Lebanese,4.2,16,restaurants,24.7100338,46.6924223
4893,OLLA,RESTAURANT,Arabic,4.5,13,restaurants,24.7417088,46.6044059
4894,Boo,RESTAURANT,Shawarma,4.5,70,restaurants,24.73710468,46.60932688
4895,Fresh Cup,RESTAURANT,Juices,4.5,27,restaurants,24.81361093,46.79296853
4896,Fresh Sub,RESTAURANT,Sandwich|Healthy,4.5,173,restaurants,24.741757,46.604273
4897,Mosakhan Baladna,RESTAURANT,Grill|Arabic|Saudi,4,358,restaurants,24.7103542,46.6979249
4898,Tartine,RESTAURANT,Desserts,5,1,restaurants,24.72001385,46.63591758
4899,nasu limuna,RESTAURANT,Arabic,4.5,60,restaurants,24.71031188,46.69764917
4900,Wee,RESTAURANT,Desserts|Bakery|Coffee,4.1,35,restaurants,24.73698878,46.60932277
4901,harat Al Samak Restaurant,RESTAURANT,Seafood,4.5,44,restaurants,24.7859131,46.7904439
4902,Grill Dora Rivers,RESTAURANT,Grill|Arabic,3.9,813,restaurants,24.761223,46.78021
4903,Biryani Aziz,RESTAURANT,Arabic|Seafood|Saudi,4.3,42,restaurants,24.7415945,46.6041759
4904,Al Nawfara cafe,RESTAURANT,Desserts|Coffee,4,30,restaurants,24.7101256,46.6976566
4905,Juice And Snack,RESTAURANT,Desserts,4.4,115,restaurants,24.77013172,46.58400372
4906,Al Rafdeen,RESTAURANT,Grill|Arabic,3.8,98,restaurants,24.761059,46.780368
4907,Biryanista,RESTAURANT,Indian,3.9,148,restaurants,24.8294078,46.791088
4908,Twenty Grams Distilled Coffee,RESTAURANT,Desserts|Beverages|Coffee,4.2,385,restaurants,24.76125013,46.78060518
4909,Laffa Grills,RESTAURANT,Grill|Arabic,4.3,61,restaurants,24.828921,46.7913322
4910,Feather Tea,RESTAURANT,Coffee|Pastries,5,1,restaurants,24.7420944,46.7659539
4911,PASS,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.73461353,46.61111071
4912,Sham Dreams,RESTAURANT,Sandwich|Fast Food|Arabic|Breakfast,4.4,152,restaurants,24.70958279,46.69792729
4913,GOLDEN BIRYANI,RESTAURANT,Arabic|Saudi,3,2,restaurants,24.76612381,46.78376686
4914,Innova pharmacy,OTHER,Pharmacy,4.3,3,pharmacies,24.7341219,46.6113506
4915,Atayeb Latin Luqaimat,RESTAURANT,Desserts,3.8,150,restaurants,24.81403,46.794001
4916,Shamrekh,RESTAURANT,Desserts|Arabic,4.3,79,restaurants,24.76269529,46.78220916
4917,ARCH CHOCOLATE,RESTAURANT,Desserts,0,0,restaurants,24.773568,46.787618
4918,Shekh Grilled Burger,RESTAURANT,Fast Food|Grill|Burgers,3,3,restaurants,24.7763217,46.7887635
4919,Roses Garden,RESTAURANT,Flowers,4.2,32,flowers_and_plants,24.709781,46.665877
4920,Sea Food,RESTAURANT,Seafood,4.1,150,restaurants,24.840871,46.788582
4921,kanafih alfakhaar,RESTAURANT,Desserts|Arabic,4,2,restaurants,24.81422796,46.79443069
4922,Pasta and Wraps,RESTAURANT,Italian|American|Mexican,4,9,restaurants,24.77627299,46.78888152
4923,HEALTHY CRAVE,RESTAURANT,Sandwich|Healthy|Salads,4.1,35,restaurants,24.77627299,46.78888152
4924,MIX AND PIX,RESTAURANT,Fast Food|Italian|Beverages|Healthy|Burgers|Pasta|Salads,4.2,13,restaurants,24.77627299,46.78888152
4925,TOP SALAD,RESTAURANT,Arabic|Healthy|Vegetarian|Salads,3.3,22,restaurants,24.77627299,46.78888152
4926,HEALTHY 2 GO,RESTAURANT,Fast Food|American|Burgers,3.9,18,restaurants,24.77627299,46.78888152
4927,Pasta Milano,RESTAURANT,Italian|Pasta,3.7,65,restaurants,24.77627299,46.78888152
4928,Balance Kitchen,RESTAURANT,Sandwich|Healthy|Salads,4.4,51,restaurants,24.77627299,46.78888152
4929,Burger &amp; Brioche,RESTAURANT,Fast Food|American|Burgers,3.8,54,restaurants,24.77627299,46.78888152
4930,Chick N Crunch,RESTAURANT,Fast Food|American|Burgers,3.4,103,restaurants,24.77627786,46.78888688
4931,BURGER &amp; FRIES,RESTAURANT,Fast Food|American|Burgers,3.2,69,restaurants,24.77627299,46.78888688
4932,Agatk Burger,RESTAURANT,Arabic,3.7,3,restaurants,24.77629522,46.78889575
4933,madghutukum,RESTAURANT,Arabic|Saudi|Meat,4.2,140,restaurants,24.88829443,46.61819266
4934,madhbi and grill,RESTAURANT,Arabic|Saudi,4.2,68,restaurants,24.8883134,46.6181954
4935,ALkhozama cafe,RESTAURANT,Desserts|Bakery|Coffee,0,0,restaurants,24.8883134,46.6181954
4936,ALkhozama,RESTAURANT,Arabic,4,151,restaurants,24.8883134,46.6181954
4937,Gori Talimah,RESTAURANT,Arabic|Coffee,1,1,restaurants,24.76549705,46.78431127
4938,Meshwar Alaseel,RESTAURANT,Grill|Bakery|Pizza,4.2,50,restaurants,24.7088327,46.6982683
4939,Haba Burger,RESTAURANT,Burgers,3.2,6,restaurants,24.7766494,46.7892475
4940,Meat in a bun,RESTAURANT,Fast Food|American|Burgers,4.2,6,restaurants,24.77643444,46.78918323
4941,Creme Patte - برقر لحم بالكريمة,RESTAURANT,American,4.5,289,restaurants,24.7764141,46.789188
4942,V60 COFFEE BAR,RESTAURANT,Coffee,0,0,restaurants,24.7764141,46.789188
4943,Just 4 you,RESTAURANT,Coffee,4,1,restaurants,24.7886408,46.5761365
4944,Kalih Time,RESTAURANT,Desserts,4.6,163,restaurants,24.8878495,46.6171371
4945,Golden Basbosti,RESTAURANT,Desserts,4,39,restaurants,24.8878158,46.6170285
4946,Qemat Adnan,RESTAURANT,Arabic|Bakery|Pizza|Falafel|Pastries,3.3,28,restaurants,24.84128144,46.78903573
4947,Chick,RESTAURANT,Sandwich|Fast Food|Desserts|Arabic|American|Burgers,4.3,25,restaurants,24.73713008,46.76277067
4948,Subway,RESTAURANT,Sandwich|Fast Food|Healthy,4.2,323,restaurants,24.707686,46.675271
4949,Masaha,RESTAURANT,Flowers,3.7,3,flowers_and_plants,24.7641067,46.7845152
4950,Petal,RESTAURANT,Flowers,4,1,flowers_and_plants,24.763503,46.7842861
4951,Tikka Bread,RESTAURANT,Arabic,3.8,527,restaurants,24.8210398,46.7950056
4952,Logaimat Ajdadina,RESTAURANT,Desserts,4,24,restaurants,24.88441,46.6112291
4953,Shawarma Hasif,RESTAURANT,Grill|Arabic|Shawarma,3.7,33,restaurants,24.707914,46.6987201
4954,zaman alfatira aldimashqia,RESTAURANT,Fast Food|Arabic|Shawarma,4.4,84,restaurants,24.88642253,46.61363377
4955,White Chicken,RESTAURANT,Arabic,4.2,57,restaurants,24.8863663,46.6134759
4956,MAZAQ AL FATERA AL DEMASHQYA AL Alasliya,RESTAURANT,Arabic|Shawarma|Falafel|Pastries,4.3,13,restaurants,24.7479562,46.7742705
4957,The Truffleers,RESTAURANT,Desserts,0,0,restaurants,24.73973475,46.76683564
4958,Honey dose,RESTAURANT,Desserts,0,0,restaurants,24.7397403,46.7668503
4959,Mo Sweets,RESTAURANT,Desserts,0,0,restaurants,24.7397403,46.7668503
4960,Zingbela,RESTAURANT,Desserts,0,0,restaurants,24.7397403,46.7668503
4961,Delight,RESTAURANT,Desserts|Arabic,0,0,restaurants,24.7396658,46.7668566
4962,Shawarma Al Ostorah,RESTAURANT,Grill|Arabic|Shawarma,4.4,51,restaurants,24.885639,46.61192
4963,Moroccan appetite,RESTAURANT,Sandwich|Arabic,3.6,89,restaurants,24.7356319,46.76284549
4964,India Story,RESTAURANT,Indian|Juices,3.7,27,restaurants,24.819032,46.796135
4965,Sofrat Awafi,RESTAURANT,Arabic,4.1,15,restaurants,24.81507324,46.79653779
4966,Teta Pie,RESTAURANT,Sandwich|Fast Food|Burgers,4.5,49,restaurants,24.76881019,46.58086563
4967,AL THAWD,RESTAURANT,Arabic|Saudi,4.3,97,restaurants,24.8295507,46.7945065
4968,Mac Coy's,RESTAURANT,Sandwich|Fast Food|Grill|Shawarma,4,561,restaurants,24.73487416,46.76277748
4969,Asl Al Fatirh Al Demeshqiah,RESTAURANT,Sandwich|Fast Food|Pastries,4.3,502,restaurants,24.776279,46.577611
4970,Luqaimat Wans,RESTAURANT,Desserts,4,320,restaurants,24.81808,46.796737
4971,Churro Fingerz,RESTAURANT,Desserts|Beverages,4.6,18,restaurants,24.73893873,46.6015653
4972,Fiestahan,RESTAURANT,Fast Food|Asian,4.7,142,restaurants,24.705936,46.68897611
4973,Nineteen Grams,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.7491076,46.776614
4974,Al Tazaj,RESTAURANT,Sandwich|Arabic|Beverages,4.5,707,restaurants,24.746982,46.774951
4975,Nafas Cafe,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.2,75,restaurants,24.77854458,46.79252508
4976,Luqaimat Hashah,RESTAURANT,Desserts|Arabic,4.3,307,restaurants,24.77428354,46.79099846
4977,Anastna Abunar modern sweets,RESTAURANT,Desserts|Bakery,5,7,restaurants,24.7472031,46.7751768
4978,ICE CREAM LINU,RESTAURANT,Beverages|Ice Cream,4,4,restaurants,24.74721774,46.77524683
4979,MADINAH BAKERY,RESTAURANT,Desserts|Bakery,4,6,restaurants,24.7471727,46.7752399
4980,sweets taste Mama Nora,RESTAURANT,Fast Food,5,4,restaurants,24.8149372,46.7973664
4981,OLD CASTLE,RESTAURANT,Arabic,4.3,3,restaurants,24.70562759,46.68819022
4982,Cleanse &amp; Glow,RESTAURANT,Beverages|Healthy|Breakfast|Gluten-Free,4.7,462,restaurants,24.705467,46.685662
4983,Fish Island,RESTAURANT,Seafood,4.2,36,restaurants,24.74755396,46.7759588
4984,Sweet tart,RESTAURANT,Desserts|Bakery,4.2,169,restaurants,24.747387,46.7758909
4985,shawerma store,RESTAURANT,Fast Food,3.4,104,restaurants,24.74783355,46.77629241
4986,LULUAT  AL  RAFIDAIN,RESTAURANT,Sandwich|Grill|Arabic,0,0,restaurants,24.8163312,46.79760517
4987,Chef Yemen,RESTAURANT,Arabic|Saudi|Breakfast,4,74,restaurants,24.8133007,46.7978251
4988,Al Kabir Bistro,RESTAURANT,Fast Food,4.4,973,restaurants,24.7053071,46.6916932
4989,Al Kabir BURGER,RESTAURANT,Fast Food|American|Burgers,4.2,27,restaurants,24.7053071,46.6916932
4990,coop wa fatirah,RESTAURANT,Fast Food,0,0,restaurants,24.7059844,46.6997963
4991,Qadrah And Fatir,RESTAURANT,Arabic|Beverages|Breakfast,4.6,201,restaurants,24.70805472,46.71176233
4992,Le Bagel,RESTAURANT,Desserts|Bakery|Coffee,4.1,119,restaurants,24.705043,46.6847833
4993,Error404,RESTAURANT,Fast Food|Grill|Burgers|Meat,4.6,182,restaurants,24.705043,46.6847833
4994,Beit Salma,RESTAURANT,Sandwich|Arabic|Beverages,4.1,38,restaurants,24.76664509,46.78857086
4995,SPACE SUGAR,RESTAURANT,Desserts|Beverages|Coffee|Breakfast,4.2,5,restaurants,24.70521176,46.69154719
4996,Ghaya Dates,RESTAURANT,Desserts,0,0,restaurants,24.75507083,46.78217767
4997,Diet coach,RESTAURANT,Sandwich|Healthy|Salads,4.1,76,restaurants,24.7796693,46.7940435
4998,Jalila oven,RESTAURANT,Sandwich|Arabic|Bakery|Beverages|Juices|Pizza|Saudi|Salads|Falafel|Breakfast,4,256,restaurants,24.7336127,46.7636819
4999,Bayt shaebiat,RESTAURANT,Arabic|Breakfast,4,114,restaurants,24.8146112,46.7984867
5000,HOAX,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.7068125,46.7080625
5001,Joffreys,RESTAURANT,Sandwich|Desserts|American|Beverages|Coffee,4.6,5,restaurants,24.714793,46.635027
5002,HAWYNA,RESTAURANT,Arabic,3,1,restaurants,24.706726,46.707989
5003,Q ON DA GO,RESTAURANT,Sandwich|Fast Food|American,5,1,restaurants,24.7044033,46.683898
5004,Zad Al Najah Restaurant,RESTAURANT,Arabic,3.5,25,restaurants,24.8121843,46.7988922
5005,Hatabgy,RESTAURANT,Fast Food|Beverages|Shawarma,4.2,199,restaurants,24.7064145,46.7077586
5006,Pancake Signature,RESTAURANT,Desserts,5,3,restaurants,24.733303,46.7639633
5007,Mantou Express,RESTAURANT,Saudi|Pastries,4.4,1100,restaurants,24.812172,46.799179
5008,madhaq altaka,RESTAURANT,Indian,3.8,20,restaurants,24.73352644,46.76448079
5009,The h cacao,RESTAURANT,Desserts,5,1,restaurants,24.89722944,46.62449454
5010,Hikaya Laziza,RESTAURANT,Arabic,4,488,restaurants,24.8056683,46.7995054
5011,Juice Ambassador,RESTAURANT,Desserts|Juices,5,8,restaurants,24.75027,46.780166
5012,Byt Al Hamam,RESTAURANT,Grill|Arabic|Egyptian,4,174,restaurants,24.744717,46.775808
5013,Berries And Cherries,RESTAURANT,Beverages,4.8,12,restaurants,24.7331677,46.7648629
5014,Le Melange,RESTAURANT,Desserts,4.3,12,restaurants,24.748043,46.779015
5015,Broast Line,RESTAURANT,Fast Food|Arabic,4.4,346,restaurants,24.732996,46.7649008
5016,Caf Lab,RESTAURANT,Sandwich|Desserts|Coffee|Salads,5,3,restaurants,24.829002,46.5708462
5017,Kabab Erbil Lraqi Barbecue,RESTAURANT,Arabic,3.7,29,restaurants,24.7322471,46.7646919
5018,L’ olimpo,RESTAURANT,Desserts|Italian|Beverages,3,6,restaurants,24.704844,46.706589
5019,Shawaya Al Mustaqbil Restaurant,RESTAURANT,Arabic,0,0,restaurants,24.7689908,46.7921856
5020,Leve elements,RESTAURANT,Desserts|Arabic,3.7,3,restaurants,24.7278795,46.7595249
5021,Mezan ALfaterah Aldemashgeeah,RESTAURANT,Arabic|Breakfast|Pastries,3.5,75,restaurants,24.822525,46.799507
5022,Letters,RESTAURANT,Desserts|Coffee,4.2,17,restaurants,24.8284375,46.5705625
5023,Blend Eatery,RESTAURANT,American|Shawarma|Burgers|Salads,1,1,restaurants,24.70534711,46.70968133
5024,Hi Kitchen New,RESTAURANT,Arabic|Beverages|Breakfast,2.7,3,restaurants,24.8227637,46.79954693
5025,Hi Kitchen,RESTAURANT,Arabic|Beverages|Breakfast,3,2,restaurants,24.82275153,46.79955095
5026,Tomato and basil,RESTAURANT,Arabic,0,0,restaurants,24.8229195,46.7995362
5027,HABAR,RESTAURANT,Sandwich|Fast Food|Grill|Lebanese,3.9,33,restaurants,24.8229195,46.7995362
5028,THE RED BOWL,RESTAURANT,Asian|Sushi|Japanese|Korean|Noodles,4,184,restaurants,24.8229195,46.7995362
5029,Chef AlSham,RESTAURANT,Sandwich|Grill|Arabic|Juices,4.4,546,restaurants,24.822739,46.799569
5030,ENAB,RESTAURANT,Fast Food|Grill|Arabic|Beverages|Lebanese,3.7,89,restaurants,24.8230301,46.7995323
5031,Amwaj Al Bilad,RESTAURANT,Arabic,4.8,4,restaurants,24.7517019,46.7825502
5032,AlMazaq Alshamy,RESTAURANT,Arabic,3.5,48,restaurants,24.82261,46.799607
5033,Alloush Shawarma,RESTAURANT,Bakery|Shawarma|Juices|Burgers|Pizza,3.8,327,restaurants,24.82261,46.799607
5034,bun.ch,RESTAURANT,Fast Food|American|Burgers,3.9,304,restaurants,24.76824761,46.57702726
5035,Zamn Alfateerah Aldmashgyah,RESTAURANT,Arabic|Pizza|Falafel|Breakfast|Pastries,3.5,409,restaurants,24.822463,46.799635
5036,juice hour,RESTAURANT,Beverages,4.9,7,restaurants,24.82277364,46.79963134
5037,FM Burger,RESTAURANT,Fast Food|Burgers,4,1,restaurants,24.7520165,46.7829525
5038,AFRINA,RESTAURANT,Salads,4.1,72,restaurants,24.80832907,46.80087064
5039,Layaly Chocolate Sweets,RESTAURANT,Desserts,4.2,9,restaurants,24.8079294,46.8009494
5040,alshaamia pearl pastries,RESTAURANT,Arabic|Pizza|Lebanese|Pastries,3.9,29,restaurants,24.8221829,46.7999651
5041,Mentu and obscure the mayor of the country,RESTAURANT,Fast Food|Arabic,4,30,restaurants,24.7436211,46.7766744
5042,Fawal Alafrah,RESTAURANT,Sandwich|Arabic|Breakfast,4.3,271,restaurants,24.8235217,46.7997922
5043,Lele,RESTAURANT,Desserts|Coffee,1.5,2,restaurants,24.70268473,46.69193779
5044,Golden Chicken Restaurant,RESTAURANT,Sandwich|Fast Food,4.4,45,restaurants,24.822019,46.800175
5045,AOJ chocolate,RESTAURANT,Desserts,0,0,restaurants,24.7679045,46.5766662
5046,Zahrat Rafidain for Iraqi grills,RESTAURANT,Grill|Arabic,3.9,707,restaurants,24.731646,46.765191
5047,Al Rehab Palace Grills,RESTAURANT,Sandwich|Grill|Beverages,3.9,476,restaurants,24.731646,46.765191
5048,tea alkhalij,RESTAURANT,Desserts|Arabic|Bakery|American|Coffee|Breakfast,4.2,4,restaurants,24.8072706,46.8014172
5049,PECATON,RESTAURANT,Desserts,5,4,restaurants,24.70240037,46.6931556
5050,B L U Burger,RESTAURANT,Fast Food,3.8,15,restaurants,24.8918809,46.6123018
5051,SemSom,RESTAURANT,Fast Food,4.4,8,restaurants,24.8918809,46.6123018
5052,961 Beirut,RESTAURANT,Lebanese,4.4,25,restaurants,24.8918809,46.6123018
5053,Y-it,RESTAURANT,Desserts|Coffee,4,6,restaurants,24.7024472,46.6969751
5054,Coffee Card,RESTAURANT,Desserts|Beverages|Coffee,3.5,4,restaurants,24.7021979,46.6961975
5055,Thouq AlMunash,RESTAURANT,Juices|Pizza,4.4,13,restaurants,24.8079985,46.8019264
5056,Usturat Alsham,RESTAURANT,Sandwich|Grill|Arabic|Pizza,3.7,465,restaurants,24.8080897,46.8019712
5057,Goodies Selections,RESTAURANT,Sandwich|Grill|Seafood|Shawarma|Salads,4.4,353,restaurants,24.7022789,46.6982272
5058,Jiang Nan Ge,RESTAURANT,Fast Food,5,9,restaurants,24.7016125,46.6916094
5059,Gourmet Pie and Pizza,RESTAURANT,Arabic,4.4,11,restaurants,24.73277899,46.7679087
5060,whoa,RESTAURANT,Desserts|Arabic|Bakery|Beverages|Coffee|Juices,4.7,13,restaurants,24.7015695,46.6925018
5061,TASTE THE DRINK,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.82292686,46.8014237
5062,Next Coffee,RESTAURANT,Sandwich|Desserts|Coffee,3.2,5,restaurants,24.8191456,46.8019895
5063,The Burger Joint,RESTAURANT,Fast Food,4.2,26,restaurants,24.782125,46.799154
5064,Yeast House Bakery,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.6,11,restaurants,24.79137043,46.80130879
5065,OSAKA SUSHI,RESTAURANT,Arabic,3.7,3,restaurants,24.7357825,46.771789
5066,Rawabi Dimashq,RESTAURANT,Grill|Arabic,4.2,49,restaurants,24.7309218,46.7665858
5067,ishbilyah nights,RESTAURANT,Sandwich|Fast Food|Arabic|Egyptian|International|Burgers|Saudi|Pasta|Salads,3.9,37,restaurants,24.79113854,46.80134413
5068,MHFOF,RESTAURANT,Arabic,3.8,93,restaurants,24.7795228,46.7986012
5069,Savana Cakes &amp; Flowers Gifts,RESTAURANT,Desserts|Bakery,3.7,17,restaurants,24.7129391,46.6297308
5070,Call Me Margherita,RESTAURANT,Italian,0,0,restaurants,24.73578287,46.77200373
5071,Dar Al Auja,RESTAURANT,Arabic,4.3,921,restaurants,24.8252717,46.8018243
5072,Memories Flowers,RESTAURANT,Flowers,4.4,5,flowers_and_plants,24.7039196,46.7150316
5073,ALL N1 CAFE,RESTAURANT,Desserts|Coffee,3.4,7,restaurants,24.8186064,46.8029101
5074,Diva Lawange,RESTAURANT,Italian,3.9,10,restaurants,24.8186064,46.8029101
5075,3 Corner,RESTAURANT,American,5,1,restaurants,24.8184484,46.8029354
5076,Saladii,RESTAURANT,Sandwich|International|Healthy|Vegetarian|Salads,4.7,135,restaurants,24.7004492,46.6915774
5077,Butcher Loaf,RESTAURANT,Sandwich|Fast Food|International|Burgers,4.1,14,restaurants,24.7004492,46.6915774
5078,Tasha Restaurant,RESTAURANT,Sandwich|Grill|Arabic|Egyptian,4.3,784,restaurants,24.80659155,46.80347641
5079,Bal’harm Pasta,RESTAURANT,Beverages|Coffee|Pasta,4.4,31,restaurants,24.7013625,46.70176
5080,Tu Yung,RESTAURANT,Fast Food|Asian|Japanese|Noodles,3.2,19,restaurants,24.70041265,46.69195827
5081,shahaq,RESTAURANT,Desserts|Arabic|Coffee,4,5,restaurants,24.7374426,46.774401
5082,Noodlii,RESTAURANT,Fast Food|Asian|Japanese|Noodles,3,56,restaurants,24.70039559,46.69195827
5083,The Butcher Shop &amp; Grill,RESTAURANT,Fast Food|Grill|Burgers|Meat,4.5,366,restaurants,24.70039,46.692056
5084,Pasta &amp; Basta,RESTAURANT,Fast Food|Italian|Pasta,3.6,70,restaurants,24.70036548,46.69192325
5085,Duha,RESTAURANT,Grill|Arabic|Breakfast,4.7,54,restaurants,24.7036294,46.7145189
5086,The Butcher Shop and Grill for Retail,RESTAURANT,Butchery &amp; Fishery,4.5,43,Butchery,24.700329,46.691924
5087,Osoj,RESTAURANT,Desserts|Beverages|Coffee|Pastries,4.8,13,restaurants,24.7373237,46.7744817
